country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","20-07-2026 15:00:00",25.344694,72.626208,SO2,1,4,3
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","20-07-2026 15:00:00",24.588397,76.172782,NH3,4,7,5
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","20-07-2026 15:00:00",28.108988,75.386577,PM2.5,32,72,47
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","20-07-2026 15:00:00",26.358805,73.047444,PM10,52,78,66
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","20-07-2026 15:00:00",26.268249,73.0193853,PM2.5,2,44,32
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","20-07-2026 15:00:00",26.253384,72.976571,PM10,37,98,67
India,"Uttar Pradesh",Firozabad,"Nagla Bhau, Firozabad - UPPCB","20-07-2026 15:00:00",27.168897,78.37696,CO,15,50,24
India,"Uttar Pradesh",Firozabad,"Vibhab Nagar, Firozabad - UPPCB","20-07-2026 15:00:00",27.1594,78.3953,PM10,17,46,32
India,"Uttar Pradesh",Ghaziabad,"Loni, Ghaziabad - UPPCB","20-07-2026 15:00:00",28.757294,77.278792,PM2.5,57,133,90
India,"Uttar Pradesh",Ghaziabad,"Govindpuram, Ghaziabad - UPPCB","20-07-2026 15:00:00",28.694528,77.494705,NH3,5,5,5
India,"Uttar Pradesh",Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","20-07-2026 15:00:00",26.730136,83.433859,PM2.5,NA,NA,NA
India,"Uttar Pradesh",Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","20-07-2026 15:00:00",26.730136,83.433859,CO,4,5,5
India,"Uttar Pradesh","Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","20-07-2026 15:00:00",28.557054,77.453663,PM2.5,42,139,77
India,"Uttar Pradesh","Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","20-07-2026 15:00:00",28.557054,77.453663,OZONE,10,21,16
India,"Uttar Pradesh",Lucknow,"Gomti Nagar, Lucknow - UPPCB","20-07-2026 15:00:00",26.86812,81.005119,OZONE,37,39,38
India,"Uttar Pradesh",Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","20-07-2026 15:00:00",26.83399722,80.8917361,PM10,10,39,29
India,"Uttar Pradesh",Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","20-07-2026 15:00:00",26.83399722,80.8917361,NH3,8,12,9
India,"Uttar Pradesh",Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","20-07-2026 15:00:00",26.83399722,80.8917361,SO2,2,13,7
India,"Uttar Pradesh",Lucknow,"Lalbagh, Lucknow - CPCB","20-07-2026 15:00:00",26.8458805,80.9365541,OZONE,18,32,27
India,"Uttar Pradesh",Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","20-07-2026 15:00:00",26.90723,80.98579,PM2.5,4,39,22
India,"Uttar Pradesh",Lucknow,"B R Ambedkar University, Lucknow - UPPCB","20-07-2026 15:00:00",26.766433,80.927299,PM10,0,301,86
India,"Uttar Pradesh",Lucknow,"B R Ambedkar University, Lucknow - UPPCB","20-07-2026 15:00:00",26.766433,80.927299,CO,23,26,25
India,"Uttar Pradesh",Mathura,"Pali Dungra, Mathura - UPPCB","20-07-2026 15:00:00",27.410954,77.550619,SO2,1,3,2
India,"Uttar Pradesh",Meerut,"Ganga Nagar, Meerut - UPPCB","20-07-2026 15:00:00",28.999264,77.7590354,PM2.5,40,88,69
India,"Uttar Pradesh",Meerut,"Ganga Nagar, Meerut - UPPCB","20-07-2026 15:00:00",28.999264,77.7590354,CO,39,41,40
India,"Uttar Pradesh",Modinagar,"SRM University, Modinagar - UPPCB","20-07-2026 15:00:00",28.798171,77.540243,NO2,13,35,19
India,"Uttar Pradesh",Moradabad,"Jigar Colony, Moradabad - UPPCB","20-07-2026 15:00:00",28.856664,78.772638,CO,39,40,40
India,"Uttar Pradesh",Moradabad,"Eco Herbal Park, Moradabad - UPPCB","20-07-2026 15:00:00",28.840739,78.697531,NO2,14,28,21
India,"Uttar Pradesh",Moradabad,"Transport Nagar, Moradabad - UPPCB","20-07-2026 15:00:00",28.802625,78.753728,PM10,21,88,43
India,"Uttar Pradesh",Moradabad,"Transport Nagar, Moradabad - UPPCB","20-07-2026 15:00:00",28.802625,78.753728,SO2,18,19,18
India,"Uttar Pradesh",Moradabad,"Transport Nagar, Moradabad - UPPCB","20-07-2026 15:00:00",28.802625,78.753728,CO,52,61,58
India,"Uttar Pradesh",Moradabad,"Buddhi Vihar, Moradabad - UPPCB","20-07-2026 15:00:00",28.83526,78.7446,NO2,28,29,29
India,"Uttar Pradesh",Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","20-07-2026 15:00:00",29.4723508,77.7194031,NH3,1,2,2
India,"Uttar Pradesh",Noida,"Sector-116, Noida - UPPCB","20-07-2026 15:00:00",28.56923,77.393848,CO,16,23,20
India,"Uttar Pradesh",Noida,"Sector-1, Noida - UPPCB","20-07-2026 15:00:00",28.5898,77.3101,PM10,72,162,108
India,"Uttar Pradesh",Noida,"Sector-1, Noida - UPPCB","20-07-2026 15:00:00",28.5898,77.3101,OZONE,6,20,13
India,"Uttar Pradesh",Noida,"Sector - 62, Noida - IITM","20-07-2026 15:00:00",28.6245479,77.3577104,NO2,19,27,22
India,"Uttar Pradesh",Noida,"Sector - 62, Noida - IITM","20-07-2026 15:00:00",28.6245479,77.3577104,CO,46,54,50
India,"Uttar Pradesh",Prayagraj,"Jhunsi, Prayagraj - UPPCB","20-07-2026 15:00:00",25.425602,81.917152,PM10,9,59,32
India,"Uttar Pradesh",Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","20-07-2026 15:00:00",25.494,81.863,NO2,12,12,12
India,"Uttar Pradesh",Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","20-07-2026 15:00:00",25.44919916,81.82735986,OZONE,12,14,13
India,"Uttar Pradesh",Raebareli,"Anand Nagar, Raebareli - UPPCB","20-07-2026 15:00:00",26.219512,81.237648,PM2.5,24,57,41
India,"Uttar Pradesh",Raebareli,"Anand Nagar, Raebareli - UPPCB","20-07-2026 15:00:00",26.219512,81.237648,NH3,10,12,11
India,"Uttar Pradesh",Varanasi,"Maldahiya, Varanasi - UPPCB","20-07-2026 15:00:00",25.32393,82.99687,NH3,0,0,0
India,"Uttar Pradesh",Varanasi,"Bhelupur, Varanasi - UPPCB","20-07-2026 15:00:00",25.301778,82.996789,PM2.5,6,24,15
India,"Uttar Pradesh",Varanasi,"Bhelupur, Varanasi - UPPCB","20-07-2026 15:00:00",25.301778,82.996789,OZONE,4,7,5
India,"Uttar Pradesh",Varanasi,"Ardhali Bazar, Varanasi - UPPCB","20-07-2026 15:00:00",25.3505986,82.9083074,PM10,15,82,45
India,"Uttar Pradesh",Varanasi,"Ardhali Bazar, Varanasi - UPPCB","20-07-2026 15:00:00",25.3505986,82.9083074,NH3,NA,NA,NA
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","20-07-2026 15:00:00",30.269444,78.044167,OZONE,0,9,4
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","20-07-2026 15:00:00",29.2124114,78.9611753,PM2.5,NA,NA,NA
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","20-07-2026 15:00:00",29.2124114,78.9611753,SO2,NA,NA,NA
India,"West Bengal",Asansol,"Mahabir Colliery, Asansol - WBPCB","20-07-2026 15:00:00",23.618183,87.105718,NO2,2,10,2
India,"West Bengal",Asansol,"Mahabir Colliery, Asansol - WBPCB","20-07-2026 15:00:00",23.618183,87.105718,SO2,7,9,8
India,"West Bengal",Asansol,"Asansol Court Area, Asansol - WBPCB","20-07-2026 15:00:00",23.685297,86.945968,NO2,27,36,31
India,"West Bengal",Asansol,"Asansol Court Area, Asansol - WBPCB","20-07-2026 15:00:00",23.685297,86.945968,CO,8,44,26
India,"West Bengal",Asansol,"Evelyn Lodge, Asansol - WBPCB","20-07-2026 15:00:00",23.697936,86.944395,PM10,19,42,29
India,"West Bengal",Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","20-07-2026 15:00:00",23.567923,87.306843,NO2,2,11,6
India,"West Bengal",Durgapur,"PCBL Residential Complex, Durgapur - WBPCB","20-07-2026 15:00:00",23.508764,87.35444,SO2,11,11,11
India,"West Bengal",Haldia,"Priyambada Housing Estate, Haldia - WBPCB","20-07-2026 15:00:00",22.06047,88.109737,PM2.5,20,50,33
India,"West Bengal",Haldia,"Priyambada Housing Estate, Haldia - WBPCB","20-07-2026 15:00:00",22.06047,88.109737,PM10,39,74,55
India,"West Bengal",Haldia,"Priyambada Housing Estate, Haldia - WBPCB","20-07-2026 15:00:00",22.06047,88.109737,NO2,6,16,9
India,"West Bengal",Haldia,"Priyambada Housing Estate, Haldia - WBPCB","20-07-2026 15:00:00",22.06047,88.109737,NH3,3,4,4
India,"West Bengal",Howrah,"Botanical Garden, Howrah - WBPCB","20-07-2026 15:00:00",22.554954,88.292568,PM2.5,27,49,43
India,"West Bengal",Howrah,"Botanical Garden, Howrah - WBPCB","20-07-2026 15:00:00",22.554954,88.292568,PM10,35,55,46
India,"West Bengal",Howrah,"Botanical Garden, Howrah - WBPCB","20-07-2026 15:00:00",22.554954,88.292568,NO2,0,25,9
India,"West Bengal",Howrah,"Botanical Garden, Howrah - WBPCB","20-07-2026 15:00:00",22.554954,88.292568,NH3,2,3,2
India,"West Bengal",Howrah,"Dasnagar, Howrah - WBPCB","20-07-2026 15:00:00",22.6025571,88.3105664,NH3,3,6,4
India,"West Bengal",Howrah,"Dasnagar, Howrah - WBPCB","20-07-2026 15:00:00",22.6025571,88.3105664,SO2,4,5,4
India,"West Bengal",Howrah,"Dasnagar, Howrah - WBPCB","20-07-2026 15:00:00",22.6025571,88.3105664,OZONE,36,61,48
India,"West Bengal",Howrah,"Padmapukur, Howrah - WBPCB","20-07-2026 15:00:00",22.5687319,88.2797276,PM2.5,23,34,29
India,"West Bengal",Howrah,"Belur Math, Howrah - WBPCB","20-07-2026 15:00:00",22.629801,88.352017,CO,13,20,17
India,"West Bengal",Howrah,"Belur Math, Howrah - WBPCB","20-07-2026 15:00:00",22.629801,88.352017,OZONE,8,10,9
India,"West Bengal",Kolkata,"Bidhannagar, Kolkata - WBPCB","20-07-2026 15:00:00",22.58157048,88.41002457,NH3,5,6,5
India,"West Bengal",Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","20-07-2026 15:00:00",22.627847,88.380669,NH3,5,7,6
India,"West Bengal",Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","20-07-2026 15:00:00",22.627847,88.380669,SO2,7,10,9
India,"West Bengal",Kolkata,"Jadavpur, Kolkata - WBPCB","20-07-2026 15:00:00",22.49929,88.36917,PM2.5,38,75,54
India,"West Bengal",Kolkata,"Jadavpur, Kolkata - WBPCB","20-07-2026 15:00:00",22.49929,88.36917,OZONE,12,15,13
India,"West Bengal",Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","20-07-2026 15:00:00",22.51106,88.35142,NO2,11,34,16
India,"West Bengal",Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","20-07-2026 15:00:00",22.51106,88.35142,SO2,0,6,4
India,"West Bengal",Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","20-07-2026 15:00:00",22.51106,88.35142,CO,17,30,22
India,"West Bengal",Kolkata,"Ballygunge, Kolkata - WBPCB","20-07-2026 15:00:00",22.5367507,88.3638022,SO2,2,13,10
India,"West Bengal",Kolkata,"Ballygunge, Kolkata - WBPCB","20-07-2026 15:00:00",22.5367507,88.3638022,OZONE,15,21,18
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","20-07-2026 15:00:00",26.1875,91.744194,SO2,33,38,35
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","20-07-2026 15:00:00",26.1875,91.744194,CO,16,19,17
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","20-07-2026 15:00:00",26.1875,91.744194,OZONE,13,23,16
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","20-07-2026 15:00:00",26.10887,91.589544,CO,19,43,37
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","20-07-2026 15:00:00",26.349082,92.68449,NH3,4,4,4
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","20-07-2026 15:00:00",26.446912,91.439057,PM2.5,18,98,69
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","20-07-2026 15:00:00",26.446912,91.439057,PM10,13,72,51
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","20-07-2026 15:00:00",26.446912,91.439057,CO,20,22,21
India,Assam,Silchar,"Tarapur, Silchar - PCBA","20-07-2026 15:00:00",24.82827,92.79525,NH3,1,1,1
India,Assam,Silchar,"Tarapur, Silchar - PCBA","20-07-2026 15:00:00",24.82827,92.79525,SO2,5,7,6
India,Assam,Silchar,"Tarapur, Silchar - PCBA","20-07-2026 15:00:00",24.82827,92.79525,CO,18,35,26
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","20-07-2026 15:00:00",26.146529,87.454184,PM2.5,35,42,39
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","20-07-2026 15:00:00",26.146529,87.454184,PM10,27,36,32
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","20-07-2026 15:00:00",26.146529,87.454184,NH3,4,5,4
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","20-07-2026 15:00:00",26.146529,87.454184,CO,9,15,12
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","20-07-2026 15:00:00",25.5626095,84.663264,PM10,NA,NA,NA
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","20-07-2026 15:00:00",25.5626095,84.663264,NO2,3,10,7
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","20-07-2026 15:00:00",25.5626095,84.663264,NH3,1,2,2
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","20-07-2026 15:00:00",24.952822,84.002396,PM10,14,495,264
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","20-07-2026 15:00:00",30.751462,76.762879,PM2.5,22,90,66
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","20-07-2026 15:00:00",30.751462,76.762879,NO2,0,13,5
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","20-07-2026 15:00:00",30.751462,76.762879,NH3,11,13,11
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","20-07-2026 15:00:00",30.751462,76.762879,CO,14,29,21
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","20-07-2026 15:00:00",30.735567,76.775714,NH3,13,25,19
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","20-07-2026 15:00:00",30.735567,76.775714,CO,36,46,40
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","20-07-2026 15:00:00",30.719859,76.738637,NO2,19,79,38
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","20-07-2026 15:00:00",30.719859,76.738637,SO2,4,6,5
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","20-07-2026 15:00:00",30.719859,76.738637,CO,55,96,76
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","20-07-2026 15:00:00",21.224231,81.40835,PM10,12,37,24
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","20-07-2026 15:00:00",21.194815,81.31477,NH3,3,3,3
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","20-07-2026 15:00:00",21.194815,81.31477,SO2,9,14,10
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","20-07-2026 15:00:00",21.194815,81.31477,CO,15,16,16
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","20-07-2026 15:00:00",21.194815,81.31477,OZONE,10,23,15
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","20-07-2026 15:00:00",21.185571,81.343175,PM10,11,20,14
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","20-07-2026 15:00:00",21.185571,81.343175,SO2,8,12,10
India,"Andhra Pradesh",Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB","20-07-2026 15:00:00",16.186555,81.13219,PM10,49,104,57
India,"Andhra Pradesh",Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB","20-07-2026 15:00:00",16.186555,81.13219,OZONE,22,43,31
India,"Andhra Pradesh",Nellore,"Ambedkar Nagar, Nellore - APPCB ","20-07-2026 15:00:00",14.438164,79.966814,NO2,29,35,31
India,"Andhra Pradesh",Nellore,"Ambedkar Nagar, Nellore - APPCB ","20-07-2026 15:00:00",14.438164,79.966814,SO2,11,19,18
India,"Andhra Pradesh",Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","20-07-2026 15:00:00",16.9872867,81.7363176,PM2.5,NA,NA,NA
India,"Andhra Pradesh",Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","20-07-2026 15:00:00",16.9872867,81.7363176,OZONE,27,29,28
India,"Andhra Pradesh",Tirumala,"Toll Gate, Tirumala - APPCB","20-07-2026 15:00:00",13.67,79.35,CO,20,21,20
India,"Andhra Pradesh",Tirupati,"Vaikuntapuram, Tirupati - APPCB","20-07-2026 15:00:00",13.615387,79.40923,NO2,NA,NA,NA
India,"Andhra Pradesh",Tirupati,"Vaikuntapuram, Tirupati - APPCB","20-07-2026 15:00:00",13.615387,79.40923,OZONE,39,47,43
India,"Andhra Pradesh",Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","20-07-2026 15:00:00",16.509717,80.612222,OZONE,26,36,30
India,"Andhra Pradesh",Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","20-07-2026 15:00:00",16.554731,80.64911,CO,21,35,26
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","20-07-2026 15:00:00",24.75746,84.366208,NO2,7,8,8
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","20-07-2026 15:00:00",26.80365,84.51954,PM2.5,NA,NA,NA
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","20-07-2026 15:00:00",26.80365,84.51954,NO2,17,38,27
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","20-07-2026 15:00:00",25.265194,87.012947,PM10,NA,NA,NA
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","20-07-2026 15:00:00",25.265194,87.012947,SO2,1,23,15
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","20-07-2026 15:00:00",25.251013,86.989001,PM2.5,3,48,26
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","20-07-2026 15:00:00",25.251013,86.989001,SO2,8,47,25
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","20-07-2026 15:00:00",25.7808257,84.7446768,NO2,2,2,2
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","20-07-2026 15:00:00",25.7808257,84.7446768,NH3,3,5,4
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","20-07-2026 15:00:00",25.7808257,84.7446768,SO2,21,22,21
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","20-07-2026 15:00:00",25.7808257,84.7446768,OZONE,2,3,3
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","20-07-2026 15:00:00",24.7955,84.9994,PM2.5,NA,NA,NA
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","20-07-2026 15:00:00",24.7955,84.9994,CO,11,12,12
India,"Andhra Pradesh",Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","20-07-2026 15:00:00",16.554731,80.64911,OZONE,31,38,35
India,"Andhra Pradesh",Vijayawada,"Kanuru, Vijayawada - APPCB","20-07-2026 15:00:00",16.486692,80.699436,NO2,32,38,34
India,"Andhra Pradesh",Vijayawada,"HB Colony, Vijayawada - APPCB","20-07-2026 15:00:00",16.536107,80.594233,NH3,4,4,4
India,"Andhra Pradesh",Vijayawada,"HB Colony, Vijayawada - APPCB","20-07-2026 15:00:00",16.536107,80.594233,SO2,6,13,8
India,"Arunachal Pradesh",Naharlagun,"Naharlagun, Naharlagun - APSPCB","20-07-2026 15:00:00",27.103358,93.679645,SO2,10,11,10
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","20-07-2026 15:00:00",26.071318,91.87488,CO,55,61,58
India,Assam,Guwahati,"IITG, Guwahati - PCBA","20-07-2026 15:00:00",26.2028636,91.70046436,SO2,34,40,38
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","20-07-2026 15:00:00",26.181742,91.78063,NH3,1,1,1
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","20-07-2026 15:00:00",26.1875,91.744194,PM10,13,500,229
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","20-07-2026 15:00:00",24.7955,84.9994,OZONE,28,29,29
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","20-07-2026 15:00:00",24.762518,84.982348,NH3,5,8,7
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","20-07-2026 15:00:00",24.792403,84.992416,CO,40,46,43
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","20-07-2026 15:00:00",25.697189,85.2459,NO2,5,15,8
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","20-07-2026 15:00:00",25.560083,87.553265,PM2.5,3,17,11
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","20-07-2026 15:00:00",25.560083,87.553265,NH3,1,1,1
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","20-07-2026 15:00:00",26.0881305,87.93840336,OZONE,31,34,33
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","20-07-2026 15:00:00",27.308328,84.531742,CO,22,33,30
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","20-07-2026 15:00:00",27.308328,84.531742,OZONE,20,32,29
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","20-07-2026 15:00:00",26.63086,84.90051,PM10,NA,NA,NA
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","20-07-2026 15:00:00",26.63086,84.90051,NH3,3,3,3
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","20-07-2026 15:00:00",26.63086,84.90051,CO,12,14,13
India,Bihar,Munger,"Town Hall, Munger - BSPCB","20-07-2026 15:00:00",25.376776,86.471523,NO2,1,4,2
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","20-07-2026 15:00:00",26.11442,85.39813,NO2,17,29,22
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","20-07-2026 15:00:00",26.11442,85.39813,OZONE,19,26,23
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","20-07-2026 15:00:00",26.1403345,85.3650192,SO2,5,16,12
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","20-07-2026 15:00:00",25.599486,85.113666,SO2,1,15,8
India,Bihar,Patna,"Muradpur, Patna - BSPCB","20-07-2026 15:00:00",25.619651,85.147382,NH3,4,5,5
India,Bihar,Patna,"Samanpura, Patna - BSPCB","20-07-2026 15:00:00",25.596727,85.085624,PM2.5,43,95,66
India,Bihar,Patna,"Samanpura, Patna - BSPCB","20-07-2026 15:00:00",25.596727,85.085624,NH3,4,5,5
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","20-07-2026 15:00:00",25.610369,85.132568,SO2,17,33,27
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","20-07-2026 15:00:00",25.610369,85.132568,OZONE,56,61,60
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","20-07-2026 15:00:00",25.366336,87.117468,NO2,NA,NA,NA
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","20-07-2026 15:00:00",25.892357,86.590325,PM2.5,NA,NA,NA
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","20-07-2026 15:00:00",25.892357,86.590325,OZONE,13,25,18
India,"Andhra Pradesh",Anantapur,"Gulzarpet, Anantapur - APPCB","20-07-2026 15:00:00",14.675886,77.593027,OZONE,27,43,34
India,"Andhra Pradesh",Eluru,"District Court, Eluru - APPCB","20-07-2026 15:00:00",16.711754,81.092095,NO2,9,23,15
India,"Andhra Pradesh",Guntur,"Rajendra Nagar North, Guntur - APPCB","20-07-2026 15:00:00",16.316553,80.413302,PM10,48,66,53
India,"Andhra Pradesh",Kurnool,"Sita Rama Nagar, Kurnool - APPCB","20-07-2026 15:00:00",15.83411,78.028546,PM2.5,14,46,25
India,"Andhra Pradesh",Kurnool,"Sita Rama Nagar, Kurnool - APPCB","20-07-2026 15:00:00",15.83411,78.028546,NH3,5,5,5
India,"Andhra Pradesh",Amaravati,"Secretariat, Amaravati - APPCB","20-07-2026 15:00:00",16.5150833,80.5181667,PM10,24,105,52
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","20-07-2026 15:00:00",28.56789,77.250515,NO2,21,43,29
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","20-07-2026 15:00:00",28.56789,77.250515,NH3,7,15,10
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","20-07-2026 15:00:00",28.62181,77.1944633,PM2.5,65,146,92
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","20-07-2026 15:00:00",28.62181,77.1944633,OZONE,5,8,6
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","20-07-2026 15:00:00",28.710508,77.249485,PM2.5,42,301,129
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","20-07-2026 15:00:00",28.710508,77.249485,SO2,2,10,6
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","20-07-2026 15:00:00",28.710508,77.249485,OZONE,5,29,12
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","20-07-2026 15:00:00",28.493624,77.201159,NH3,1,21,5
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","20-07-2026 15:00:00",28.493624,77.201159,SO2,3,4,3
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","20-07-2026 15:00:00",28.493624,77.201159,CO,33,41,36
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","20-07-2026 15:00:00",23.076793,72.627874,PM2.5,NA,NA,NA
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","20-07-2026 15:00:00",23.076793,72.627874,CO,32,39,37
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","20-07-2026 15:00:00",23.041137,72.456691,PM2.5,26,59,39
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","20-07-2026 15:00:00",23.002657,72.591912,PM2.5,20,93,55
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","20-07-2026 15:00:00",23.002657,72.591912,PM10,58,106,80
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","20-07-2026 15:00:00",23.002657,72.591912,CO,40,51,46
