country,state,city,station,last_update,latitude,longitude,CO,NH3,NO2,O3,PM10,PM25,SO2,hour,day,month,weekday,is_weekend,season,AQI,NO,NOx,Benzene,Toluene,Xylene
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",2026-07-20 15:00:00,23.023389,72.515201,28.0,2.0,15.0,17.0,54.0,42.0,3.0,15,20,7,0,0,Monsoon,70.0,,,,,
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",2026-07-20 15:00:00,21.613267,73.010555,64.0,5.0,17.0,9.0,54.0,43.0,19.0,15,20,7,0,0,Monsoon,71.66666666666667,,,,,
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro",2026-07-20 15:00:00,21.755417,72.139056,83.0,4.0,47.0,20.0,44.0,29.0,7.0,15,20,7,0,0,Monsoon,58.75,,,,,
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",2026-07-20 15:00:00,23.163798,72.677768,28.0,2.0,27.0,19.0,67.0,39.0,7.0,15,20,7,0,0,Monsoon,67.0,,,,,
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",2026-07-20 15:00:00,23.243639,72.68994,33.0,1.0,7.0,3.0,73.0,32.0,2.0,15,20,7,0,0,Monsoon,73.0,,,,,
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",2026-07-20 15:00:00,23.221714,72.654328,15.0,1.0,6.0,4.0,42.0,37.0,5.0,15,20,7,0,0,Monsoon,61.666666666666664,,,,,
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",2026-07-20 15:00:00,23.59315,72.372792,71.0,1.0,10.0,11.0,72.0,31.0,13.0,15,20,7,0,0,Monsoon,72.0,,,,,
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",2026-07-20 15:00:00,22.248853,70.776774,91.0,1.0,44.0,25.0,48.0,37.0,12.0,15,20,7,0,0,Monsoon,61.666666666666664,,,,,
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro",2026-07-20 15:00:00,21.217779,72.834787,47.0,1.0,27.0,5.0,61.0,34.0,8.0,15,20,7,0,0,Monsoon,61.0,,,,,
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",2026-07-20 15:00:00,22.320153,73.216285,99.0,2.0,12.0,5.0,53.0,39.0,6.0,15,20,7,0,0,Monsoon,65.0,,,,,
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",2026-07-20 15:00:00,22.969611,72.6435,30.0,2.0,40.0,16.0,105.0,77.0,7.0,15,20,7,0,0,Monsoon,156.66666666666666,,,,,
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",2026-07-20 15:00:00,30.379589,76.778328,56.0,8.0,6.0,21.0,75.0,75.0,46.0,15,20,7,0,0,Monsoon,150.0,,,,,
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",2026-07-20 15:00:00,28.6701,76.9254,47.0,11.0,17.0,21.0,102.0,174.0,6.0,15,20,7,0,0,Monsoon,341.53846153846155,,,,,
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",2026-07-20 15:00:00,28.3419248,77.319699,52.0,5.0,20.0,5.0,141.0,116.0,3.0,15,20,7,0,0,Monsoon,286.6666666666667,,,,,
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",2026-07-20 15:00:00,28.806223,76.141105,18.0,2.0,8.0,15.0,111.0,125.0,13.0,15,20,7,0,0,Monsoon,303.84615384615387,,,,,
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",2026-07-20 15:00:00,28.593883,76.270653,15.0,6.0,15.0,31.0,62.0,98.0,8.0,15,20,7,0,0,Monsoon,226.66666666666666,,,,,
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",2026-07-20 15:00:00,28.2068,76.7997,46.0,7.0,23.0,33.0,85.0,90.0,7.0,15,20,7,0,0,Monsoon,200.0,,,,,
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",2026-07-20 15:00:00,28.39072,77.30059,25.0,11.0,25.0,14.0,0.0,224.0,12.0,15,20,7,0,0,Monsoon,380.0,,,,,
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",2026-07-20 15:00:00,28.376058,77.315741,77.0,8.0,31.0,16.0,152.0,205.0,7.0,15,20,7,0,0,Monsoon,365.38461538461536,,,,,
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",2026-07-20 15:00:00,28.4417,77.3217,24.0,2.0,13.0,52.0,81.0,42.0,2.0,15,20,7,0,0,Monsoon,81.0,,,,,
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM",2026-07-20 15:00:00,28.422681,77.148944,82.0,0.0,10.0,9.0,97.0,63.0,0.0,15,20,7,0,0,Monsoon,110.0,,,,,
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",2026-07-20 15:00:00,28.4227,77.0667,20.0,15.0,46.0,61.0,140.0,166.0,12.0,15,20,7,0,0,Monsoon,335.38461538461536,,,,,
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",2026-07-20 15:00:00,28.4501238,77.0263051,26.0,0.0,5.0,22.0,21.0,30.0,1.0,15,20,7,0,0,Monsoon,50.0,,,,,
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",2026-07-20 15:00:00,29.14056,75.744941,83.0,12.0,30.0,20.0,109.0,100.0,21.0,15,20,7,0,0,Monsoon,233.33333333333334,,,,,
India,Haryana,Jind,"Police Lines, Jind - HSPCB",2026-07-20 15:00:00,29.307814,76.337619,5.0,5.0,13.0,9.0,110.0,170.0,28.0,15,20,7,0,0,Monsoon,338.46153846153845,,,,,
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",2026-07-20 15:00:00,29.8006,76.4155,20.0,5.0,23.0,16.0,119.0,120.0,30.0,15,20,7,0,0,Monsoon,300.0,,,,,
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",2026-07-20 15:00:00,29.6953,77.0027,51.0,8.0,15.0,8.0,163.0,187.0,13.0,15,20,7,0,0,Monsoon,351.53846153846155,,,,,
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",2026-07-20 15:00:00,29.966942,76.875879,14.0,14.0,76.0,20.0,90.0,59.0,6.0,15,20,7,0,0,Monsoon,98.33333333333334,,,,,
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB",2026-07-20 15:00:00,27.9002,76.9938,33.0,8.0,16.0,48.0,79.0,51.0,21.0,15,20,7,0,0,Monsoon,85.0,,,,,
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",2026-07-20 15:00:00,28.360699,76.93609,20.0,8.0,29.0,36.0,92.0,108.0,14.0,15,20,7,0,0,Monsoon,260.0,,,,,
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",2026-07-20 15:00:00,28.060249,76.113115,13.0,5.0,28.0,57.0,71.0,66.0,10.0,15,20,7,0,0,Monsoon,120.0,,,,,
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",2026-07-20 15:00:00,28.1485564,77.3320667,62.0,9.0,24.0,8.0,84.0,58.0,10.0,15,20,7,0,0,Monsoon,96.66666666666666,,,,,
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",2026-07-20 15:00:00,28.3153,76.9143,37.0,5.0,21.0,22.0,103.0,153.0,13.0,15,20,7,0,0,Monsoon,325.38461538461536,,,,,
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",2026-07-20 15:00:00,30.7057778,76.8531805555555,19.0,0.0,0.0,34.0,0.0,58.0,11.0,15,20,7,0,0,Monsoon,96.66666666666666,,,,,
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",2026-07-20 15:00:00,28.52123,76.37138,42.0,0.0,11.0,36.0,93.0,79.0,11.0,15,20,7,0,0,Monsoon,163.33333333333334,,,,,
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",2026-07-20 15:00:00,29.5364,75.0158,82.0,14.0,19.0,35.0,129.0,55.0,17.0,15,20,7,0,0,Monsoon,119.33333333333333,,,,,
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",2026-07-20 15:00:00,29.0272,77.0621,41.0,9.0,8.0,11.0,194.0,230.0,56.0,15,20,7,0,0,Monsoon,384.61538461538464,,,,,
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",2026-07-20 15:00:00,30.1480566,77.2893471,24.0,8.0,32.0,47.0,60.0,50.0,18.0,15,20,7,0,0,Monsoon,83.33333333333334,,,,,
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",2026-07-20 15:00:00,30.943887,76.801991,56.0,7.0,15.0,11.0,150.0,83.0,13.0,15,20,7,0,0,Monsoon,176.66666666666669,,,,,
India,Jammu and Kashmir,Pampore,"Khrew, Pampore - JKPCC",2026-07-20 15:00:00,34.031606,75.009712,0.0,0.0,0.0,0.0,58.0,48.0,9.0,15,20,7,0,0,Monsoon,80.0,,,,,
India,Jammu and Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC",2026-07-20 15:00:00,34.06313,74.96017,0.0,0.0,13.0,0.0,50.0,46.0,5.0,15,20,7,0,0,Monsoon,76.66666666666667,,,,,
India,Jammu and Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC",2026-07-20 15:00:00,34.066206,74.81982,16.0,9.0,19.0,1.0,40.0,26.0,3.0,15,20,7,0,0,Monsoon,43.333333333333336,,,,,
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",2026-07-20 15:00:00,23.80569,86.44268,3.0,0.0,101.0,21.0,73.0,0.0,0.0,15,20,7,0,0,Monsoon,121.0,,,,,
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",2026-07-20 15:00:00,23.707909,86.41467,39.0,3.0,8.0,4.0,91.0,30.0,4.0,15,20,7,0,0,Monsoon,91.0,,,,,
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",2026-07-20 15:00:00,16.172806,75.659694,24.0,1.0,10.0,18.0,51.0,32.0,10.0,15,20,7,0,0,Monsoon,53.333333333333336,,,,,
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",2026-07-20 15:00:00,12.9135218,77.5950804,54.0,3.0,22.0,21.0,53.0,30.0,16.0,15,20,7,0,0,Monsoon,53.0,,,,,
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",2026-07-20 15:00:00,12.9352049,77.6814488,39.0,1.0,3.0,21.0,54.0,60.0,4.0,15,20,7,0,0,Monsoon,100.0,,,,,
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",2026-07-20 15:00:00,12.951913,77.539784,0.0,3.0,26.0,26.0,56.0,56.0,33.0,15,20,7,0,0,Monsoon,93.33333333333334,,,,,
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-20 15:00:00,12.9756843,77.5660749,0.0,0.0,31.0,0.0,104.0,0.0,10.0,15,20,7,0,0,Monsoon,102.66666666666667,,,,,
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2026-07-20 15:00:00,13.029152,77.585901,23.0,2.0,18.0,2.0,26.0,8.0,12.0,15,20,7,0,0,Monsoon,26.0,,,,,
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",2026-07-20 15:00:00,12.938539,77.5901,9.0,1.0,17.0,24.0,43.0,25.0,4.0,15,20,7,0,0,Monsoon,43.0,,,,,
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",2026-07-20 15:00:00,12.920984,77.584908,10.0,1.0,7.0,45.0,37.0,31.0,19.0,15,20,7,0,0,Monsoon,51.666666666666664,,,,,
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",2026-07-20 15:00:00,12.7816279,77.6299145,51.0,3.0,28.0,22.0,57.0,37.0,16.0,15,20,7,0,0,Monsoon,61.666666666666664,,,,,
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",2026-07-20 15:00:00,12.990328,77.5431385,25.0,0.0,18.0,0.0,49.0,0.0,6.0,15,20,7,0,0,Monsoon,49.0,,,,,
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",2026-07-20 15:00:00,12.917348,77.622813,0.0,4.0,9.0,20.0,92.0,28.0,3.0,15,20,7,0,0,Monsoon,92.0,,,,,
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",2026-07-20 15:00:00,11.55358,76.55521,18.0,2.0,21.0,23.0,36.0,23.0,4.0,15,20,7,0,0,Monsoon,38.333333333333336,,,,,
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",2026-07-20 15:00:00,13.328028,75.797056,0.0,3.0,21.0,0.0,38.0,23.0,4.0,15,20,7,0,0,Monsoon,38.333333333333336,,,,,
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",2026-07-20 15:00:00,15.459706,75.008381,19.0,7.0,25.0,31.0,75.0,58.0,8.0,15,20,7,0,0,Monsoon,96.66666666666666,,,,,
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",2026-07-20 15:00:00,15.3714823,75.1160168,12.0,1.0,8.0,21.0,57.0,40.0,2.0,15,20,7,0,0,Monsoon,66.66666666666667,,,,,
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",2026-07-20 15:00:00,17.336318,76.847397,29.0,3.0,15.0,13.0,21.0,15.0,4.0,15,20,7,0,0,Monsoon,25.0,,,,,
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB",2026-07-20 15:00:00,14.816666,74.141003,17.0,5.0,24.0,18.0,57.0,50.0,21.0,15,20,7,0,0,Monsoon,83.33333333333334,,,,,
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",2026-07-20 15:00:00,15.34763,76.181767,17.0,8.0,29.0,6.0,19.0,0.0,14.0,15,20,7,0,0,Monsoon,36.25,,,,,
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",2026-07-20 15:00:00,12.415911,75.73505,14.0,1.0,2.0,3.0,7.0,6.0,7.0,15,20,7,0,0,Monsoon,10.0,,,,,
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",2026-07-20 15:00:00,12.88925,74.853,0.0,2.0,4.0,37.0,37.0,29.0,0.0,15,20,7,0,0,Monsoon,48.333333333333336,,,,,
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",2026-07-20 15:00:00,12.21041,76.37376,16.0,4.0,19.0,29.0,37.0,13.0,3.0,15,20,7,0,0,Monsoon,37.0,,,,,
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",2026-07-20 15:00:00,12.733409,77.298051,26.0,0.0,0.0,25.0,36.0,28.0,17.0,15,20,7,0,0,Monsoon,46.666666666666664,,,,,
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",2026-07-20 15:00:00,13.94,75.555917,30.0,2.0,18.0,50.0,31.0,21.0,4.0,15,20,7,0,0,Monsoon,35.0,,,,,
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB",2026-07-20 15:00:00,13.377516,77.099072,54.0,3.0,24.0,0.0,0.0,29.0,12.0,15,20,7,0,0,Monsoon,48.333333333333336,,,,,
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",2026-07-20 15:00:00,16.802639,75.722694,24.0,4.0,11.0,16.0,43.0,27.0,3.0,15,20,7,0,0,Monsoon,45.0,,,,,
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",2026-07-20 15:00:00,16.7602,77.1428,13.0,1.0,19.0,25.0,20.0,8.0,15.0,15,20,7,0,0,Monsoon,23.75,,,,,
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",2026-07-20 15:00:00,11.875,75.3732,14.0,1.0,12.0,28.0,45.0,40.0,0.0,15,20,7,0,0,Monsoon,66.66666666666667,,,,,
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",2026-07-20 15:00:00,8.5637,76.8865,21.0,0.0,6.0,31.0,51.0,40.0,5.0,15,20,7,0,0,Monsoon,66.66666666666667,,,,,
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",2026-07-20 15:00:00,8.5149093,76.9435879,11.0,0.0,0.0,12.0,20.0,28.0,14.0,15,20,7,0,0,Monsoon,46.666666666666664,,,,,
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",2026-07-20 15:00:00,10.5324,76.2159,13.0,0.0,7.0,29.0,48.0,40.0,1.0,15,20,7,0,0,Monsoon,66.66666666666667,,,,,
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",2026-07-20 15:00:00,23.264759,77.381568,27.0,1.0,17.0,24.0,65.0,30.0,6.0,15,20,7,0,0,Monsoon,65.0,,,,,
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",2026-07-20 15:00:00,23.210494,77.425409,6.0,5.0,13.0,27.0,30.0,20.0,6.0,15,20,7,0,0,Monsoon,33.333333333333336,,,,,
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",2026-07-20 15:00:00,23.233584,77.400574,30.0,6.0,14.0,28.0,52.0,28.0,24.0,15,20,7,0,0,Monsoon,52.0,,,,,
India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",2026-07-20 15:00:00,23.81748678,79.446246,19.0,0.0,0.0,0.0,28.0,23.0,50.0,15,20,7,0,0,Monsoon,38.333333333333336,,,,,
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",2026-07-20 15:00:00,22.9682591,76.064118,13.0,2.0,82.0,31.0,47.0,24.0,30.0,15,20,7,0,0,Monsoon,102.0,,,,,
India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",2026-07-20 15:00:00,26.203442,78.193251,19.0,3.0,47.0,41.0,46.0,54.0,26.0,15,20,7,0,0,Monsoon,90.0,,,,,
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",2026-07-20 15:00:00,26.259242,78.216432,46.0,6.0,29.0,75.0,55.0,51.0,7.0,15,20,7,0,0,Monsoon,85.0,,,,,
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",2026-07-20 15:00:00,26.200388,78.147714,52.0,3.0,46.0,31.0,63.0,64.0,9.0,15,20,7,0,0,Monsoon,113.33333333333333,,,,,
India,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",2026-07-20 15:00:00,22.7289,75.8076,38.0,0.0,51.0,4.0,43.0,45.0,8.0,15,20,7,0,0,Monsoon,75.0,,,,,
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",2026-07-20 15:00:00,22.431,75.5213,20.0,5.0,62.0,21.0,51.0,30.0,15.0,15,20,7,0,0,Monsoon,77.5,,,,,
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",2026-07-20 15:00:00,22.7524,75.8872,38.0,0.0,4.0,11.0,25.0,24.0,14.0,15,20,7,0,0,Monsoon,40.0,,,,,
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",2026-07-20 15:00:00,22.678,75.8559,85.0,4.0,48.0,5.0,20.0,0.0,35.0,15,20,7,0,0,Monsoon,60.0,,,,,
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",2026-07-20 15:00:00,22.7084,75.8815,6.0,0.0,3.0,6.0,32.0,30.0,3.0,15,20,7,0,0,Monsoon,50.0,,,,,
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",2026-07-20 15:00:00,23.163174,79.973061,12.0,3.0,10.0,31.0,32.0,27.0,4.0,15,20,7,0,0,Monsoon,45.0,,,,,
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",2026-07-20 15:00:00,23.142888,79.916147,22.0,4.0,57.0,11.0,51.0,60.0,18.0,15,20,7,0,0,Monsoon,100.0,,,,,
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",2026-07-20 15:00:00,23.168606,79.932247,39.0,1.0,23.0,30.0,42.0,33.0,21.0,15,20,7,0,0,Monsoon,55.0,,,,,
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",2026-07-20 15:00:00,23.218135,79.95777,43.0,3.0,13.0,27.0,47.0,68.0,0.0,15,20,7,0,0,Monsoon,126.66666666666667,,,,,
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",2026-07-20 15:00:00,23.50016,80.23284,37.0,2.0,11.0,28.0,55.0,35.0,42.0,15,20,7,0,0,Monsoon,58.333333333333336,,,,,
India,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",2026-07-20 15:00:00,24.2613009,80.7231783,39.0,0.0,3.0,0.0,75.0,57.0,14.0,15,20,7,0,0,Monsoon,95.0,,,,,
India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",2026-07-20 15:00:00,23.10844,77.511428,21.0,7.0,27.0,26.0,62.0,38.0,16.0,15,20,7,0,0,Monsoon,63.333333333333336,,,,,
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",2026-07-20 15:00:00,22.624758,75.675238,31.0,4.0,8.0,33.0,51.0,57.0,14.0,15,20,7,0,0,Monsoon,95.0,,,,,
India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",2026-07-20 15:00:00,23.331731,75.045981,0.0,0.0,37.0,0.0,0.0,36.0,11.0,15,20,7,0,0,Monsoon,60.0,,,,,
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",2026-07-20 15:00:00,23.838586,78.759431,41.0,3.0,6.0,23.0,49.0,35.0,6.0,15,20,7,0,0,Monsoon,58.333333333333336,,,,,
India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",2026-07-20 15:00:00,24.58434363,80.8549414,16.0,0.0,13.0,31.0,71.0,50.0,18.0,15,20,7,0,0,Monsoon,83.33333333333334,,,,,
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",2026-07-20 15:00:00,24.10897,82.64558,37.0,0.0,0.0,25.0,81.0,54.0,18.0,15,20,7,0,0,Monsoon,90.0,,,,,
India,Madhya Pradesh,Ujjain,"Mahashweta Nagar, Ujjain - MPPCB",2026-07-20 15:00:00,23.1633321,75.800225,24.0,7.0,12.0,36.0,33.0,31.0,3.0,15,20,7,0,0,Monsoon,51.666666666666664,,,,,
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",2026-07-20 15:00:00,19.10122,74.73339,21.0,5.0,8.0,19.0,43.0,17.0,10.0,15,20,7,0,0,Monsoon,43.0,,,,,
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",2026-07-20 15:00:00,20.719516,77.000253,20.0,8.0,12.0,13.0,59.0,49.0,5.0,15,20,7,0,0,Monsoon,81.66666666666667,,,,,
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",2026-07-20 15:00:00,20.9402359,77.7895248,9.0,2.0,6.0,13.0,31.0,21.0,5.0,15,20,7,0,0,Monsoon,35.0,,,,,
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",2026-07-20 15:00:00,20.939198,77.765701,18.0,2.0,7.0,13.0,38.0,23.0,3.0,15,20,7,0,0,Monsoon,38.333333333333336,,,,,
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",2026-07-20 15:00:00,19.87562,75.38731,25.0,2.0,8.0,24.0,0.0,0.0,7.0,15,20,7,0,0,Monsoon,10.0,,,,,
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",2026-07-20 15:00:00,19.8389439,75.244448,34.0,7.0,10.0,11.0,50.0,50.0,28.0,15,20,7,0,0,Monsoon,83.33333333333334,,,,,
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",2026-07-20 15:00:00,19.863756,75.321188,34.0,1.0,19.0,11.0,30.0,24.0,5.0,15,20,7,0,0,Monsoon,40.0,,,,,
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",2026-07-20 15:00:00,19.16485,73.23409,19.0,7.0,16.0,26.0,48.0,43.0,3.0,15,20,7,0,0,Monsoon,71.66666666666667,,,,,
India,Maharashtra,Beed,"Bir, Beed - MPCB",2026-07-20 15:00:00,18.988474,75.753873,20.0,3.0,10.0,13.0,46.0,21.0,3.0,15,20,7,0,0,Monsoon,46.0,,,,,
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",2026-07-20 15:00:00,19.0243902,73.0406721,36.0,2.0,20.0,21.0,28.0,19.0,9.0,15,20,7,0,0,Monsoon,31.666666666666668,,,,,
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",2026-07-20 15:00:00,19.786089,72.757971,12.0,0.0,0.0,0.0,44.0,33.0,1.0,15,20,7,0,0,Monsoon,55.0,,,,,
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",2026-07-20 15:00:00,19.9629,79.298714,40.0,2.0,12.0,17.0,53.0,19.0,16.0,15,20,7,0,0,Monsoon,53.0,,,,,
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",2026-07-20 15:00:00,19.9775302,79.2337086,40.0,2.0,11.0,26.0,32.0,20.0,4.0,15,20,7,0,0,Monsoon,33.333333333333336,,,,,
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB",2026-07-20 15:00:00,19.2268427,73.0788456,15.0,1.0,14.0,14.0,13.0,8.0,0.0,15,20,7,0,0,Monsoon,17.5,,,,,
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB",2026-07-20 15:00:00,19.710842,77.151824,15.0,2.0,8.0,23.0,19.0,15.0,5.0,15,20,7,0,0,Monsoon,25.0,,,,,
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",2026-07-20 15:00:00,21.001264,75.565602,26.0,5.0,9.0,29.0,46.0,21.0,2.0,15,20,7,0,0,Monsoon,46.0,,,,,
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",2026-07-20 15:00:00,19.854616,75.905894,16.0,4.0,20.0,26.0,29.0,21.0,14.0,15,20,7,0,0,Monsoon,35.0,,,,,
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",2026-07-20 15:00:00,19.25292,73.142019,0.0,1.0,37.0,8.0,39.0,26.0,0.0,15,20,7,0,0,Monsoon,46.25,,,,,
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB",2026-07-20 15:00:00,19.192056,72.9585188,40.0,6.0,23.0,12.0,52.0,61.0,12.0,15,20,7,0,0,Monsoon,103.33333333333333,,,,,
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",2026-07-20 15:00:00,16.6870449,74.2505872,20.0,3.0,12.0,11.0,30.0,21.0,1.0,15,20,7,0,0,Monsoon,35.0,,,,,
